framework,control_id,control_ref,control_family,control_match_source,mapping_confidence,mapping_rationale,source_coverage_refs,finding_id,name,pack_id,source_id,evaluation_mode,severity,status,maturity
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-packages-write,GitHub App Installation All Repos Packages Write,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-pull-requests-write,GitHub App Installation All Repos Pull Requests Write,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-repository-hooks-write,GitHub App Installation All Repos Repository Hooks Write,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-secrets-read,GitHub App Installation All Repos Secrets Read,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-secrets-write,GitHub App Installation All Repos Secrets Write,policy,policy,event,critical,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-security-events-read,GitHub App Installation All Repos Security Events Read,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-security-events-write,GitHub App Installation All Repos Security Events Write,policy,policy,event,critical,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-workflows-read,GitHub App Installation All Repos Workflows Read,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-app-installation-all-repos-workflows-write,GitHub App Installation All Repos Workflows Write,policy,policy,event,critical,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-audit-org-org-private-forking-enabled,GitHub Audit Private Repository Forking Enabled,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-audit-repo-advanced-security-disabled,GitHub Audit GitHub Advanced Security Disabled,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-audit-repo-artifact-attestation-missing,GitHub Audit Artifact Attestation Missing,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-audit-repo-branch-deletions-allowed,GitHub Audit Branch Deletions Allowed,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-audit-repo-branch-force-pushes-allowed,GitHub Audit Branch Force Pushes Allowed,policy,policy,event,critical,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-audit-repo-branch-policy-override,GitHub Audit Protected Branch Policy Override,policy,policy,event,critical,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-audit-repo-oidc-subject-too-broad,GitHub Audit OIDC Subject Too Broad,policy,policy,event,critical,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-audit-repo-push-protection-disabled-audit,GitHub Audit Repository Push Protection Disabled,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-audit-repo-required-review-removed,GitHub Audit Required Review Removed,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-audit-repo-required-status-check-removed,GitHub Audit Required Status Check Removed,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-audit-repo-ruleset-bypass-actor-added,GitHub Audit Repository Ruleset Bypass Actor Added,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-audit-repo-ruleset-destroyed,GitHub Audit Repository Ruleset Destroyed,policy,policy,event,critical,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-audit-repo-ruleset-disabled,GitHub Audit Repository Ruleset Disabled,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-audit-repo-webhook-insecure-ssl,GitHub Audit Webhook Insecure SSL,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-audit-repo-webhook-non-allowlisted-destination,GitHub Audit Webhook Non-Allowlisted Destination,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-audit-repo-webhook-url-non-allowlisted,GitHub Audit Webhook URL Non-Allowlisted,policy,policy,event,high,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-repo-archived-public,GitHub Archived public repository should be reviewed for stale sensitive code,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-repo-default-branch-missing,GitHub Repository default branch should be populated for policy correlation,policy,policy,event,low,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-repo-owner-login-missing,GitHub Repository owner login should be projected for ownership routing,policy,policy,event,low,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-repo-public-fork,GitHub Public fork should have a maintainer-approved exposure exception,policy,policy,event,medium,active,candidate
SOC 2,CC7.1,SOC 2 CC7.1,SOC 2 CC7 System Operations,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events; github/repositories,github-secops-repo-public-non-archived,GitHub Public non-archived repository requires explicit exposure review,policy,policy,event,high,active,candidate
